geometrie_wkt,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,linien
"MULTILINESTRING ((12.077872069918172 54.075560923627307,12.074524255042238 54.075378021382321,12.074330779951676 54.075362954641363,12.074175970362337 54.075334294758029,12.07329352057476 54.075105780522712))",53d85b5e-9999-11e5-95bb-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,30A
"MULTILINESTRING ((12.073275496465461 54.075104263872198,12.072527313678567 54.074900014414474,12.072400870092093 54.074875828177191,12.072243446033921 54.074863791637831,12.071108748898508 54.074873543905959,12.071003030925342 54.074882682318979,12.070856129172997 54.074907031396656,12.068904778995719 54.075437445741237,12.068128716485708 54.075591100656688,12.067888944600174 54.075624574631732,12.067674856981986 54.075642937055846,12.064894991390785 54.075809813319459,12.064577802645708 54.075822115290904,12.064056817829982 54.075826976851076,12.063234100929735 54.075815281088296,12.063261741586924 54.075345114644833,12.063491209291769 54.075329807221578))",53d85ff0-9999-11e5-95bc-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,30A
"MULTILINESTRING ((12.077868666058283 54.075560296805449,12.085385046185753 54.075976372936516,12.085607629515732 54.075986189256248,12.085808504123468 54.075980384867925,12.087577073278862 54.075878016552231))",53d863d8-9999-11e5-95bd-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,30A
"MULTILINESTRING ((12.087522982496415 54.073230754724669,12.087569239138718 54.073174647856725,12.08774170578868 54.073030385281967,12.087798370146556 54.072950008288906,12.087787886334546 54.07287875625336,12.087731041039119 54.072813558725656,12.085652730355051 54.07169422186719,12.084723384776211 54.071201993077494,12.083636650592313 54.070635551655272,12.083187524371356 54.070434125397746,12.083112776367642 54.070422045856397,12.08302761193336 54.070431180639837,12.082610184881403 54.070580098089401,12.081989040654344 54.070751977824806))",53d86784-9999-11e5-95be-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,30A
"MULTILINESTRING ((12.101510069466 54.086434196038176,12.100558786557981 54.085348202994432,12.099994235970792 54.08551931411769,12.099966592203238 54.085529571152264,12.099970391441211 54.085550658416629,12.100105067313432 54.085711897403399,12.100131156652045 54.085729832159842,12.100179506845667 54.085715681750848,12.100737651859868 54.085555288089047))",53d86b3a-9999-11e5-95bf-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,27
"MULTILINESTRING ((12.082584368818358 54.17051881783064,12.082474437271468 54.170411881260947,12.082331713559947 54.17029003970287,12.081992807814768 54.170030846809773,12.080633015819021 54.169101720011454,12.079590233643424 54.168393512701776,12.077770879318054 54.167169737532006,12.074916200853904 54.165233458458864,12.072557809595894 54.163627136675636,12.072124815894147 54.163301296668124,12.071788495576184 54.163006668591535,12.071422831030878 54.162609886684663,12.071209749796701 54.162298110463759,12.07102568869775 54.161969243417467))",53d86ef0-9999-11e5-95c0-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.081983874216048 54.070751981347108,12.081659115789682 54.070865876376594,12.081538188629704 54.070952404635442,12.081466180202106 54.071052558501194,12.081456081985515 54.071172439804215,12.081451524120663 54.071483271790143,12.081472380318386 54.071580307445089,12.081518946360012 54.071678853305009,12.081725939657364 54.072039684068606,12.081772450285532 54.072109474372404,12.081844814834069 54.072189760789989,12.082061814779225 54.072382274676777,12.082092970156596 54.072461061419787,12.08207757499787 54.072514179717786,12.082018305258835 54.072556724358954,12.081938473679596 54.072588589535783,12.078361387992617 54.073801309851824,12.0782866206092 54.07384835578479,12.078258368889546 54.073903009583688,12.078286851819577 54.07397119544666,12.078416154104568 54.074107609864697,12.078514579156183 54.074309283293431,12.078545798057986 54.074491231158937,12.078484230365342 54.074655087707669,12.078358058326229 54.074776482146035,12.078146888402257 54.074934415220753,12.078021718170875 54.075053382406033,12.077961705046731 54.075174104453239,12.077926738452234 54.075277736678942,12.077872069918172 54.075560923627307))",53d87346-9999-11e5-95c1-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,30A
"MULTILINESTRING ((12.043678872868602 54.138169181156513,12.043684537984907 54.137316408686573))",53d87738-9999-11e5-95c2-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31
"MULTILINESTRING ((12.071656429562623 54.151262634247992,12.071613167615183 54.151214764772014,12.071546082673308 54.151189554090045,12.071478895563525 54.151178271686085,12.071397475730056 54.151186766824026,12.071335149410356 54.151212144217176,12.071311223856043 54.151248731295787,12.071301720393274 54.151302203451401,12.071354601599188 54.151364085450254,12.071647281418581 54.151521525504137))",53d87dfa-9999-11e5-95c3-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31
"MULTILINESTRING ((12.043685044066111 54.137317576681546,12.043682053727878 54.134477824459104))",53d88d18-9999-11e5-95c7-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31
"MULTILINESTRING ((12.043682056377147 54.134480340536591,12.043663269485608 54.133297880224426,12.043632529609738 54.133228339766198,12.043571021358797 54.133181994318093,12.043465754218083 54.133166576484818,12.043351680098104 54.133176951543419,12.04326400584446 54.13321041101311,12.043215845642919 54.133256796064941,12.043193945806388 54.133313505566711,12.043207542901753 54.133766934036338,12.043247095165677 54.133815893499488,12.043312889429613 54.133857025687881,12.043422588887651 54.133885381886863,12.043523585809016 54.133918773292024,12.043606925496727 54.133962594768597,12.043677170081791 54.134034726827132))",53d89132-9999-11e5-95c8-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31
"MULTILINESTRING ((12.067252355735018 54.14368622368049,12.067466320983209 54.14368727209964,12.067953336952661 54.143694726038689,12.069155757789886 54.143730164743246))",53d8a000-9999-11e5-95cc-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31
"MULTILINESTRING ((12.077648284281922 54.15849612483391,12.077661572021368 54.158713666355155,12.077737240653775 54.15926751205636,12.077905919498555 54.160259273090674,12.077967540219618 54.160323662511182,12.078055374507676 54.160359639279584,12.078217803478411 54.16037507955496,12.078336431601404 54.160400702254478,12.078424310395322 54.160459952354074,12.07850782295486 54.16054742114234,12.078565015408818 54.160606691146796,12.078626554508103 54.160627228809652,12.07868804983811 54.160624672559912,12.083806038662509 54.160355773159168,12.083942119244391 54.160329888648363,12.084095574526842 54.160278292007618,12.084266640835594 54.160193165220655,12.084341184440813 54.16014926154169,12.084420226613272 54.160144084141692,12.084486082572049 54.160174949637245,12.084543277737639 54.160231610879173,12.084543351212005 54.160267644519493,12.084481930379638 54.160306327258503,12.084389785972938 54.160326969732026,12.084258220449787 54.160337395741038,12.083810463644397 54.160358286146753))",53d8a3b6-9999-11e5-95cd-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31
"MULTILINESTRING ((12.077341153598272 54.144603652523394,12.0781177502401 54.144603150975414,12.079548399083412 54.144617669796922,12.080022324446743 54.144637933527555,12.080312073604082 54.14465840829002,12.080592965275011 54.144732894033218,12.08081275927591 54.14487184964235,12.080949041889351 54.145039256742088,12.081318656319779 54.145551657760855,12.081921601383058 54.146463325778754,12.082031701503455 54.146664087409,12.082146359236612 54.146934577010541))",53d8b31a-9999-11e5-95d1-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31-F2
"MULTILINESTRING ((12.073369121787296 54.15685177225469,12.073344593190592 54.156191318928968,12.073326065795046 54.155996514526997,12.073284323834532 54.155812327689389,12.073226989550999 54.155664723192814,12.073143760107031 54.155511113807677,12.073029318979779 54.155343774776085,12.072938466070912 54.155234201094039,12.072291784780754 54.154616716253095,12.072174761653489 54.154485950818092,12.072042255532926 54.154309455967223,12.071899210035507 54.154098011852298,12.071792653383994 54.153885018187488,12.071714541062448 54.153691776604639,12.071633641218821 54.153419370251257,12.071607381924562 54.153201835600271,12.071596673717183 54.15299633288361,12.071658455388974 54.151265957851066))",53d8b702-9999-11e5-95d2-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31-F2
"MULTILINESTRING ((12.077651181587191 54.158492348861664,12.075461959479879 54.158448451933488,12.074523166956929 54.158421449901347,12.074242046300302 54.158405808325206,12.073983735454748 54.158364092791146,12.073781331914493 54.158303382071828,12.073628270462841 54.158224309481803,12.073519242171679 54.158123913084083,12.073448946020269 54.158003723845127,12.073412510975482 54.157894207209786,12.073396647963968 54.157778477706351,12.073366478022807 54.156856266847328))",53d8bab8-9999-11e5-95d3-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31-F2
"MULTILINESTRING ((12.081462343024038 54.151672806983306,12.080830284014105 54.153865629811548,12.080742856350149 54.1540975264423,12.080576848031214 54.154502185904931,12.080288582849461 54.155218560003505,12.080099824130269 54.155616404569045,12.079947454716958 54.15583189943375,12.079829647338043 54.155963981434482,12.079605695658289 54.15618761067158,12.079310032498334 54.156417936365536))",53d8bedc-9999-11e5-95d4-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31-F2
"MULTILINESTRING ((12.081946055038626 54.149959303077324,12.081462337905606 54.151670201055275))",53d8c29c-9999-11e5-95d5-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31-F2
"MULTILINESTRING ((12.082146359236612 54.146934577010541,12.08227440310924 54.147333826397748,12.082336599456173 54.147694480985116,12.082359445713635 54.148137563852188,12.082329327027281 54.148482825648678,12.082251153277559 54.14885121422131,12.081946044741652 54.149954091219811))",53d8c63e-9999-11e5-95d6-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31-F2
"MULTILINESTRING ((12.069164589698604 54.143727553733136,12.069923823964038 54.143770966597074,12.070564584408439 54.14384787204893,12.071091237103502 54.143927357623255,12.07385220198603 54.144422889415303,12.074304357860482 54.144484524520117,12.074716849393859 54.144530636810202,12.075243565548725 54.144566342451839,12.075598949196344 54.144584181569364,12.077341148739938 54.14460104659203))",53d8c9ea-9999-11e5-95d7-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31-F2
"MULTILINESTRING ((12.065604856899631 54.137592837172214,12.065618834661974 54.138051474506632,12.065658319660084 54.138118398595708,12.065732986264688 54.138164725541664,12.06587354162165 54.138213622328287,12.065943799233523 54.138265073570523,12.065970268445032 54.138321760658599,12.065992997058299 54.138883372531382,12.066010721709834 54.138996765989312,12.066054858813697 54.139130722861374,12.066327736220609 54.13967925720619,12.066398236033871 54.139880145011375,12.066650387515322 54.141114051155569,12.06713219462705 54.143303577792238,12.06724768514864 54.143686226290441))",53d8cd96-9999-11e5-95d8-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31-F2
"MULTILINESTRING ((12.07764827721418 54.158492350735159,12.077660784004921 54.158292944206053,12.077686114913709 54.158131090709567,12.077737072643659 54.157965536412469,12.077808342871107 54.157790713421001,12.077902346283322 54.157618212022093,12.078031320866145 54.157442542793376,12.078179238240732 54.157268388733385,12.078421510600712 54.157043492224659,12.078663846476612 54.156853460713407,12.079080640383337 54.156572466135266,12.079293887882317 54.156427382263182))",53d8d142-9999-11e5-95d9-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,31-F2
"MULTILINESTRING ((12.059038652576513 54.15395395318744,12.063463307970492 54.153710787640726,12.063562267386056 54.153690876433494,12.063598437332917 54.15364691594948,12.063605551587441 54.153592996389811,12.063503186118771 54.152955136631732))",53d8eb82-9999-11e5-95df-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.051546958590656 54.175192092823472,12.046041880494673 54.172847467742827))",53d91dbe-9999-11e5-95e9-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36
"MULTILINESTRING ((12.046041879196428 54.172846299571518,12.038624646572703 54.169680376555704,12.038216247979696 54.169506359397403,12.037845015180141 54.169362072634989,12.037532414546375 54.169241848777062))",53d92188-9999-11e5-95ea-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37
"MULTILINESTRING ((12.04209436664676 54.166646546705273,12.042239226336534 54.166637959299159,12.042287474698611 54.166638930808865,12.042337493126912 54.166641698865803,12.042377669748166 54.166653995470966,12.042571010807603 54.166750256574957,12.042635445421338 54.166770092705036,12.042696717628369 54.166785167371238,12.042762661216432 54.166798443157219))",53d925e8-9999-11e5-95eb-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37
"MULTILINESTRING ((12.042147627827793 54.166857248497479,12.041981806846167 54.166871504253059,12.041914108607619 54.166871527850702,12.04184008280367 54.166859242864597,12.041774007494542 54.16684039533294,12.041316514118051 54.166688421207027))",53d92a5c-9999-11e5-95ec-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37
"MULTILINESTRING ((12.042145986807478 54.166858147666787,12.042394772581089 54.166828316800355,12.042635482405801 54.166806036475869,12.043937837273287 54.166733590608672,12.044667520103596 54.166765491683023,12.044955641319664 54.166788927580505,12.045243900839012 54.166823056012426,12.04647711103633 54.167040944575177,12.047079183836031 54.167139106670142,12.047254264963504 54.167160514465756,12.047356437145481 54.167154004425996,12.047418417939774 54.167124056823141,12.047451195508101 54.167070487668276,12.047447478798901 54.167023402777666,12.047418253829113 54.166980641193334,12.047378057623936 54.166952800591233,12.047301496102534 54.16693360078154,12.047206645006193 54.16693570479017,12.046984150392436 54.166980811443274,12.046477113455211 54.167043101201237))",53d92e26-9999-11e5-95ed-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37
"MULTILINESTRING ((12.036795806003303 54.168850199325568,12.03677976421733 54.16842274292101,12.036779530232801 54.168159185268969,12.036761525405998 54.167938765567285,12.036713121027233 54.16762076777696,12.036664662520112 54.167240766946001,12.03661298071027 54.166785374967816,12.036593669719444 54.166657420972875,12.036580733753119 54.166597219067945,12.036600011419152 54.166544555561671,12.036648097391371 54.166505002762669,12.036875589017196 54.166388295678196,12.037035924252757 54.166312944204314,12.037241104156411 54.166247013889176,12.038860268128269 54.165964253294355,12.038994898520738 54.165958548595214,12.039087867714244 54.165971727774334,12.039190574474969 54.165998023193495,12.041316639434546 54.166687432709963,12.04159032378006 54.166675027688797,12.042095881266537 54.166645557721381))",53d931dc-9999-11e5-95ee-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37
